lat,lon,bairro
-22.255162,-45.696546,Pedreira
-22.253857,-45.696797,Por do Sol
-22.245652,-45.718427,São Roque
-22.265019,-45.718516,Eletrônica
-22.266587,-45.708162,Fernandes
-22.251293,-45.684916,Pedreira
-22.245441,-45.726342,Eletrônica
-22.252245,-45.716008,Eletrônica
-22.256826,-45.726695,São João
-22.242293,-45.717048,Juquita
-22.258456,-45.689799,Anchieta
-22.23387,-45.708373,Maristela
-22.255658,-45.696333,Novo Horizonte
-22.2496,-45.689434,São Benedito
-22.250595,-45.705782,Arco-Íris
-22.253913,-45.70943,São João
-22.256362,-45.700396,São Benedito
-22.248674,-45.693495,São Benedito
-22.241939,-45.721683,Eletrônica
-22.255472,-45.687333,Anchieta
-22.245424,-45.716169,São João
-22.247613,-45.722273,Juquita
-22.231942,-45.701183,Anchieta
-22.278976,-45.685379,Pedreira
-22.273103,-45.697384,Fernandes
-22.232397,-45.709556,Juquita
-22.246658,-45.706554,Vista Alegre
-22.251828,-45.696048,Pedreira
-22.256036,-45.69739,São Roque
-22.258067,-45.708324,Novo Horizonte
-22.250464,-45.707143,Novo Horizonte
-22.264369,-45.686289,Pedreira
-22.239729,-45.718893,São João
-22.242705,-45.687911,Anchieta
-22.252323,-45.705215,Vista Alegre
-22.256184,-45.694727,Ozório Machado
-22.263556,-45.680664,Por do Sol
-22.250679,-45.692894,Anchieta
-22.24755,-45.730953,Eletrônica
-22.259352,-45.679889,Ozório Machado
-22.246168,-45.702625,São Benedito
-22.236014,-45.722806,Juquita
-22.26019,-45.705896,Novo Horizonte
-22.229251,-45.71169,Juquita
-22.251038,-45.69864,Vista Alegre
-22.225315,-45.714938,Juquita
-22.255508,-45.690981,Anchieta
-22.240711,-45.704426,Vista Alegre
-22.261106,-45.696126,Por do Sol
-22.248534,-45.727694,Arco-Íris
-22.252544,-45.715284,São João
-22.245012,-45.707672,Maristela
-22.254295,-45.690659,Por do Sol
-22.273737,-45.701317,Família Andrade
-22.249965,-45.700479,São Benedito
-22.232198,-45.717611,Juquita
-22.250868,-45.709162,Maristela
-22.263718,-45.709888,Por do Sol
-22.239434,-45.689257,Maristela
-22.235669,-45.694121,São Benedito
-22.263745,-45.705584,Família Andrade
-22.23664,-45.701972,Maristela
-22.260616,-45.715583,Novo Horizonte
-22.257866,-45.704104,Pedreira
-22.273926,-45.711595,Família Andrade
-22.266325,-45.707577,Fernandes
-22.24794,-45.703949,Anchieta
-22.251472,-45.715513,Arco-Íris
-22.229475,-45.722915,Juquita
-22.250983,-45.718601,Eletrônica
-22.259296,-45.69674,Fernandes
-22.246362,-45.691393,Vista Alegre
-22.232852,-45.709177,Juquita
-22.240849,-45.713331,Juquita
-22.233714,-45.717827,Juquita
-22.269229,-45.71211,Família Andrade
-22.22401,-45.715485,Juquita
-22.244297,-45.705714,São João
-22.258016,-45.68674,Ozório Machado
-22.255616,-45.695991,Fernandes
-22.243641,-45.706828,São Roque
-22.23727,-45.693822,Vista Alegre
-22.254132,-45.68873,Ozório Machado
-22.257165,-45.708468,Pedreira
-22.239683,-45.702371,São Roque
-22.254092,-45.694628,Pedreira
-22.246021,-45.701014,São Benedito
-22.270539,-45.699006,Fernandes
-22.262307,-45.694188,Novo Horizonte
-22.243106,-45.70566,Anchieta
-22.233189,-45.71995,Juquita
-22.273298,-45.691727,Fernandes
-22.267018,-45.689015,Ozório Machado
-22.272725,-45.71044,Família Andrade
-22.242716,-45.710017,São Benedito
-22.243933,-45.690825,Anchieta
-22.240607,-45.702899,Vista Alegre
-22.268098,-45.711372,Família Andrade
-22.240406,-45.688434,Anchieta
-22.265156,-45.690577,Pedreira
-22.246636,-45.694923,Anchieta
-22.250709,-45.689761,Anchieta
-22.262453,-45.7194,Novo Horizonte
-22.238113,-45.701076,Maristela
-22.234562,-45.71279,Juquita
-22.230174,-45.705038,Maristela
-22.268566,-45.695299,Por do Sol
-22.256043,-45.687393,Ozório Machado
-22.264781,-45.697154,Fernandes
-22.249139,-45.70589,São Benedito
-22.256887,-45.719622,São João
-22.2515,-45.701689,Anchieta
-22.259642,-45.724648,Arco-Íris
-22.230599,-45.706547,Maristela
-22.261162,-45.713024,Família Andrade
-22.266754,-45.693249,Por do Sol
-22.254404,-45.732423,Eletrônica
-22.223327,-45.725388,Juquita
-22.279545,-45.719337,Família Andrade
-22.239822,-45.692534,Anchieta
-22.262217,-45.717784,Fernandes
-22.253108,-45.694015,Ozório Machado
-22.257919,-45.710762,São Benedito
-22.253625,-45.722129,Arco-Íris
-22.247763,-45.714148,São João
-22.257352,-45.715375,Novo Horizonte
-22.240506,-45.702095,Maristela
-22.24681,-45.69397,São Benedito
-22.237215,-45.694419,Vista Alegre
-22.235139,-45.70496,Vista Alegre
-22.250315,-45.704431,São Benedito
-22.259526,-45.70027,Por do Sol
-22.241688,-45.707002,Maristela
-22.253438,-45.686617,Anchieta
-22.243577,-45.697281,Vista Alegre
-22.248145,-45.695082,Maristela
-22.243713,-45.723035,Eletrônica
-22.268671,-45.713499,Fernandes
-22.248282,-45.687645,Anchieta
-22.256957,-45.711646,Eletrônica
-22.268438,-45.710913,Fernandes
-22.255273,-45.72488,Eletrônica
-22.241114,-45.730188,Eletrônica
-22.26352,-45.682652,Ozório Machado
-22.24145,-45.712961,Maristela
-22.246079,-45.702711,São João
-22.240697,-45.717132,São Roque
-22.264746,-45.695553,Pedreira
-22.283558,-45.713342,Família Andrade
-22.248399,-45.722502,São Roque
-22.269832,-45.715397,Família Andrade
-22.258176,-45.700985,Por do Sol
-22.265403,-45.70747,Pedreira
-22.2557,-45.684462,Ozório Machado
-22.261972,-45.698785,Por do Sol
-22.250059,-45.708671,São Benedito
-22.256136,-45.727269,Arco-Íris
-22.242818,-45.720924,Eletrônica
-22.249403,-45.725136,Eletrônica
-22.249245,-45.67952,Ozório Machado
-22.26072,-45.684165,Ozório Machado
-22.264788,-45.695033,Fernandes
-22.261176,-45.717453,Arco-Íris
-22.247119,-45.734823,Eletrônica
-22.26218,-45.721798,Família Andrade
-22.257503,-45.690016,Ozório Machado
-22.269139,-45.704402,Fernandes
-22.253917,-45.704389,São Benedito
-22.252402,-45.693671,Anchieta
-22.25904,-45.693528,Anchieta
-22.257925,-45.684401,Ozório Machado
-22.244385,-45.718884,São Roque
-22.266804,-45.711316,Novo Horizonte
-22.251198,-45.689655,Maristela
-22.23917,-45.703662,Anchieta
-22.257225,-45.706076,Família Andrade
-22.264935,-45.702895,Por do Sol
-22.236031,-45.709896,Juquita
-22.260028,-45.71794,Novo Horizonte
-22.225874,-45.713452,Maristela
-22.260303,-45.715546,Novo Horizonte
-22.240613,-45.711164,Maristela
-22.248606,-45.712191,São Roque
-22.240032,-45.713911,Maristela
-22.267672,-45.687939,Ozório Machado
-22.237219,-45.706088,São João
-22.250383,-45.691558,São Benedito
-22.258616,-45.68685,Pedreira
-22.250674,-45.73161,Eletrônica
-22.259145,-45.703558,São Benedito
-22.252427,-45.721827,São João
-22.236973,-45.715261,Juquita
-22.248612,-45.702827,São Benedito
-22.240315,-45.697276,Anchieta
-22.24421,-45.70187,São Benedito
-22.241254,-45.70381,São Roque
-22.237245,-45.711924,São João
-22.249631,-45.696449,Vista Alegre
-22.243596,-45.688014,Maristela
-22.231268,-45.721587,Eletrônica
-22.241862,-45.716126,Juquita
-22.237826,-45.715038,Juquita
-22.274096,-45.688944,Ozório Machado
-22.244047,-45.697377,Pedreira
-22.276981,-45.708871,Família Andrade
-22.259965,-45.700817,São Benedito
-22.261363,-45.712724,Família Andrade
-22.23971,-45.699781,Vista Alegre
-22.266787,-45.707925,Arco-Íris
-22.270011,-45.707225,Família Andrade
-22.251491,-45.720147,Arco-Íris
-22.238767,-45.707286,São Roque
-22.276303,-45.711546,Família Andrade
-22.240907,-45.696683,Anchieta
-22.240373,-45.690053,Vista Alegre
-22.257721,-45.699846,Por do Sol
-22.262331,-45.701507,São João
-22.249012,-45.714008,São Benedito
-22.25117,-45.723601,São João
-22.244387,-45.720293,São João
-22.261404,-45.713092,Novo Horizonte
-22.246717,-45.721355,São Roque
-22.256321,-45.712191,Arco-Íris
-22.256813,-45.701499,Pedreira
-22.264087,-45.713094,Arco-Íris
-22.256691,-45.693924,Fernandes
-22.245223,-45.71802,Juquita
-22.263263,-45.718404,Novo Horizonte
-22.260984,-45.716501,Novo Horizonte
-22.25693,-45.697768,Pedreira
-22.261853,-45.707928,Novo Horizonte
-22.235577,-45.720846,Eletrônica
-22.258454,-45.730066,Eletrônica
-22.247517,-45.696801,Vista Alegre
-22.266578,-45.715183,Pedreira
-22.243403,-45.699085,Vista Alegre
-22.260693,-45.723363,Família Andrade
-22.260838,-45.690854,Por do Sol
-22.263002,-45.702785,Novo Horizonte
-22.251057,-45.725989,Arco-Íris
-22.26393,-45.69888,Fernandes
-22.225815,-45.726555,Juquita
-22.259803,-45.715469,Novo Horizonte
-22.257584,-45.697523,São Benedito
-22.25467,-45.704262,São Benedito
-22.2469,-45.70778,Vista Alegre
-22.228496,-45.692827,Vista Alegre
-22.253247,-45.717654,Arco-Íris
-22.273318,-45.696185,Fernandes
-22.244209,-45.710371,São Roque
-22.266899,-45.693803,Por do Sol
-22.240488,-45.698563,Maristela
-22.226965,-45.702696,Maristela
-22.255169,-45.677943,Ozório Machado
-22.230782,-45.71905,Juquita
-22.258551,-45.679647,Anchieta
-22.25947,-45.704798,São João
-22.252669,-45.704634,São João
-22.246434,-45.698464,Ozório Machado
-22.246248,-45.735446,Eletrônica
-22.279386,-45.693416,Fernandes
-22.242205,-45.711934,Maristela
-22.246901,-45.70209,Pedreira
-22.25541,-45.725433,Arco-Íris
-22.233694,-45.715087,Juquita
-22.251107,-45.711839,Arco-Íris
-22.250216,-45.703467,São Benedito
-22.258558,-45.693763,Fernandes
-22.268197,-45.709136,Família Andrade
-22.23877,-45.70543,Maristela
-22.239963,-45.736822,Juquita
-22.259221,-45.712985,Arco-Íris
-22.249878,-45.711391,São João
-22.248923,-45.701048,Pedreira
-22.286,-45.702862,Família Andrade
-22.262833,-45.700636,Fernandes
-22.25679,-45.691857,Por do Sol
-22.238231,-45.723925,Juquita
-22.247531,-45.712258,São Benedito
-22.256873,-45.699956,Pedreira
-22.244262,-45.696922,Anchieta
-22.259873,-45.718016,Arco-Íris
-22.238472,-45.696878,Vista Alegre
-22.234092,-45.707114,Maristela
-22.244177,-45.716108,Maristela
-22.24562,-45.696823,São Roque
-22.267563,-45.703203,Por do Sol
-22.24121,-45.727199,Eletrônica
-22.275998,-45.708123,Fernandes
-22.249364,-45.707928,São Benedito
-22.286037,-45.717638,Família Andrade
-22.254248,-45.708942,São Benedito
-22.237466,-45.704689,Maristela
-22.271852,-45.703932,Fernandes
-22.247805,-45.729445,Arco-Íris
-22.258829,-45.699028,Pedreira
-22.264257,-45.695542,Ozório Machado
-22.255858,-45.69396,Ozório Machado
-22.255444,-45.698631,Vista Alegre
-22.239227,-45.7024,Vista Alegre
-22.251661,-45.695856,Anchieta
-22.265733,-45.7147,Família Andrade
-22.244083,-45.721375,São Roque
-22.249569,-45.692882,Anchieta
-22.242932,-45.702462,Vista Alegre
-22.273805,-45.698833,Fernandes
-22.266061,-45.700655,Por do Sol
-22.256546,-45.719273,Arco-Íris
-22.237894,-45.701036,Vista Alegre
-22.264116,-45.71843,Novo Horizonte
-22.240129,-45.712646,Maristela
-22.265524,-45.701694,Fernandes
-22.264505,-45.70667,Arco-Íris
-22.265121,-45.702577,Por do Sol
-22.258511,-45.71462,São João
-22.243723,-45.707887,Vista Alegre
-22.250711,-45.708069,Anchieta
-22.269809,-45.708787,Família Andrade
-22.240489,-45.705821,Maristela
-22.252647,-45.705463,São Benedito
-22.233878,-45.717928,Juquita
-22.259906,-45.701645,Ozório Machado
-22.263751,-45.715793,Família Andrade
-22.243878,-45.691764,Anchieta
-22.26402,-45.68293,Ozório Machado
-22.271928,-45.710162,Família Andrade
-22.254846,-45.729192,Eletrônica
-22.254462,-45.723034,Eletrônica
-22.239091,-45.695902,Maristela
-22.253075,-45.702866,Maristela
-22.249572,-45.708298,São Roque
-22.25762,-45.719088,Eletrônica
-22.224466,-45.720286,Juquita
-22.249081,-45.724201,Arco-Íris
-22.237905,-45.693868,Anchieta
-22.244674,-45.693002,Anchieta
-22.25436,-45.704823,São Benedito
-22.260585,-45.721417,Arco-Íris
-22.27456,-45.708251,Família Andrade
-22.238118,-45.692086,Vista Alegre
-22.260542,-45.686845,Pedreira
-22.248984,-45.703757,Maristela
-22.232934,-45.71081,Juquita
-22.250665,-45.709348,Novo Horizonte
-22.244343,-45.717046,Eletrônica
-22.247702,-45.693185,Pedreira
-22.228448,-45.718784,Juquita
-22.273254,-45.693937,Novo Horizonte
-22.263687,-45.695473,Pedreira
-22.268184,-45.721017,Arco-Íris
-22.241338,-45.70371,São João
-22.254137,-45.702206,São Benedito
-22.241851,-45.702911,Maristela
-22.232376,-45.717777,Juquita
-22.24797,-45.701248,São Benedito
-22.25956,-45.695097,Fernandes
-22.265165,-45.690668,Ozório Machado
-22.253959,-45.698756,Vista Alegre
-22.252844,-45.709516,São João
-22.241857,-45.699741,Maristela
-22.258131,-45.717398,Novo Horizonte
-22.27137,-45.707077,Fernandes
-22.243539,-45.705494,São João
-22.26667,-45.724362,Arco-Íris
-22.234339,-45.720501,Juquita
-22.255688,-45.705039,Pedreira
-22.25773,-45.731728,Arco-Íris
-22.253821,-45.732553,Eletrônica
-22.254235,-45.682397,Ozório Machado
-22.246694,-45.703174,Maristela
-22.271199,-45.710691,Família Andrade
-22.258066,-45.712353,Arco-Íris
-22.231851,-45.725631,São Roque
-22.269485,-45.715431,Família Andrade
-22.247682,-45.69535,Anchieta
-22.265496,-45.698103,Pedreira
-22.247587,-45.729765,Eletrônica
-22.252904,-45.722169,Arco-Íris
-22.260492,-45.691415,Pedreira
-22.242206,-45.700073,São Benedito
-22.277538,-45.699856,Fernandes
-22.246216,-45.716169,Maristela
-22.265859,-45.706645,Pedreira
-22.244372,-45.710408,São Roque
-22.248896,-45.707619,São Roque
-22.246998,-45.693512,Vista Alegre
-22.257142,-45.694886,Por do Sol
-22.239372,-45.721503,Juquita
-22.237522,-45.703776,Vista Alegre
-22.259626,-45.707925,São Benedito
-22.222541,-45.728985,Juquita
-22.238762,-45.699858,Vista Alegre
-22.248698,-45.718489,Arco-Íris
-22.244758,-45.689957,Vista Alegre
-22.279604,-45.701875,Fernandes
-22.235744,-45.719805,Eletrônica
-22.248158,-45.705952,São João
-22.248344,-45.696986,Vista Alegre
-22.259244,-45.689224,Por do Sol
-22.267186,-45.702278,Fernandes
-22.25631,-45.698499,Por do Sol
-22.23806,-45.70288,São João
-22.244766,-45.712313,São Benedito
-22.26459,-45.690964,Por do Sol
-22.26557,-45.695052,Por do Sol
-22.27459,-45.710287,Família Andrade
-22.250622,-45.728718,Arco-Íris
-22.236914,-45.707769,Maristela
-22.242438,-45.712987,Maristela
-22.249137,-45.728421,Eletrônica
-22.248196,-45.719999,Arco-Íris
-22.271406,-45.705091,Fernandes
-22.244931,-45.698778,Vista Alegre
-22.248213,-45.71965,Arco-Íris
-22.264297,-45.724211,Eletrônica
-22.256242,-45.724476,São João
-22.236346,-45.70309,São Roque
-22.250729,-45.695073,Pedreira
-22.245537,-45.713654,Arco-Íris
-22.236092,-45.704351,Maristela
-22.233798,-45.689397,Anchieta
-22.26084,-45.703351,Novo Horizonte
-22.229783,-45.720884,Juquita
-22.259061,-45.707595,São João
-22.259102,-45.707832,Fernandes
-22.253748,-45.703925,São João
-22.244775,-45.698362,Vista Alegre
-22.24933,-45.688013,Pedreira
-22.241179,-45.706892,Maristela
-22.246898,-45.693036,Anchieta
-22.259128,-45.704478,Família Andrade
-22.250153,-45.692262,Anchieta
-22.26175,-45.686707,Pedreira
-22.272763,-45.719823,Novo Horizonte
-22.256014,-45.722908,Eletrônica
-22.235637,-45.72925,Juquita
-22.281974,-45.70607,Família Andrade
-22.243857,-45.708526,Vista Alegre
-22.256269,-45.71055,São João
-22.229421,-45.689603,Vista Alegre
-22.255338,-45.722158,Arco-Íris
-22.247564,-45.702036,São Roque
-22.267291,-45.681316,Ozório Machado
-22.256002,-45.688422,Ozório Machado
-22.233553,-45.723251,São Roque
-22.272219,-45.704153,Fernandes
-22.27671,-45.693512,Por do Sol
-22.240971,-45.704238,Anchieta
-22.242483,-45.727534,Juquita
-22.252103,-45.688956,Ozório Machado
-22.246439,-45.697873,Ozório Machado
-22.246873,-45.69746,Vista Alegre
-22.256119,-45.701115,Vista Alegre
-22.243427,-45.719365,São Roque
-22.263154,-45.72025,Arco-Íris
-22.256336,-45.724734,Arco-Íris
-22.253833,-45.697498,Anchieta
-22.255099,-45.725727,São João
-22.250101,-45.6914,Vista Alegre
-22.24618,-45.706634,Anchieta
-22.26381,-45.721259,Arco-Íris
-22.252502,-45.719044,Arco-Íris
-22.257543,-45.715007,São João
-22.25725,-45.719404,Arco-Íris
-22.250222,-45.719874,São Benedito
-22.245935,-45.694564,Anchieta
-22.268629,-45.699521,Por do Sol
-22.265509,-45.697323,Por do Sol
-22.246782,-45.708131,São Roque
-22.267455,-45.708909,Fernandes
-22.267864,-45.695713,Por do Sol
-22.243594,-45.712942,São Benedito
-22.250138,-45.682502,Anchieta
-22.260817,-45.703847,Novo Horizonte
-22.261079,-45.712374,Arco-Íris
-22.254468,-45.691802,Anchieta
-22.268429,-45.70659,Novo Horizonte
-22.241234,-45.695725,São Benedito
-22.257463,-45.700635,São João
-22.275264,-45.695271,Fernandes
-22.237076,-45.700578,Maristela
-22.234208,-45.710631,Juquita
-22.251095,-45.704596,São Roque
-22.265181,-45.692452,Por do Sol
-22.239862,-45.707611,São Roque
-22.253515,-45.722445,Eletrônica
-22.240857,-45.708417,Maristela
-22.259863,-45.715083,Arco-Íris
-22.260613,-45.716364,Arco-Íris
-22.240668,-45.696826,Maristela
-22.242398,-45.71507,Juquita
-22.250861,-45.682693,Anchieta
-22.273244,-45.688897,Por do Sol
-22.276175,-45.704788,Fernandes
-22.257821,-45.702138,Anchieta
-22.268681,-45.696531,Por do Sol
-22.23096,-45.716521,Juquita
-22.288162,-45.7097,Família Andrade
-22.274031,-45.709314,Novo Horizonte
-22.232317,-45.7216,Juquita
-22.253027,-45.687502,São Benedito
-22.249395,-45.716573,Arco-Íris
-22.240779,-45.704699,Juquita
-22.276666,-45.709236,Família Andrade
-22.246357,-45.694237,Anchieta
-22.25199,-45.696625,São Benedito
-22.238416,-45.724094,Juquita
-22.24494,-45.729331,São Roque
-22.266798,-45.699305,Fernandes
-22.248188,-45.715493,São João
-22.259198,-45.691071,Ozório Machado
-22.257742,-45.722755,Arco-Íris
-22.236141,-45.715049,São Benedito
-22.249357,-45.718325,São João
-22.231709,-45.709519,Juquita
-22.23468,-45.705777,Maristela
-22.262689,-45.698523,Ozório Machado
-22.265185,-45.699709,Novo Horizonte
-22.272993,-45.725359,Família Andrade
-22.272867,-45.721022,Família Andrade
-22.256355,-45.725736,São João
-22.261959,-45.721821,Arco-Íris
-22.263995,-45.70322,São Benedito
-22.246012,-45.706048,São João
-22.232294,-45.718361,Juquita
-22.271856,-45.677504,Pedreira
-22.252316,-45.695633,Vista Alegre
-22.242903,-45.701383,Anchieta
-22.254081,-45.714156,São João
-22.261219,-45.697752,Pedreira
-22.273474,-45.706205,Fernandes
-22.262934,-45.72201,Família Andrade
-22.258879,-45.68606,Ozório Machado
-22.265502,-45.708201,Família Andrade
-22.247519,-45.690697,Ozório Machado
-22.245024,-45.708758,Maristela
-22.259476,-45.701163,Novo Horizonte
-22.243097,-45.697107,Vista Alegre
-22.237924,-45.703875,Anchieta
-22.247442,-45.702689,Anchieta
-22.24985,-45.70715,São João
-22.276652,-45.70678,Pedreira
-22.241397,-45.721982,Eletrônica
-22.247732,-45.725915,Juquita
-22.255032,-45.703897,Novo Horizonte
-22.255376,-45.731318,Eletrônica
-22.271489,-45.709525,Fernandes
-22.259863,-45.698105,Pedreira
-22.249809,-45.707645,São Roque
-22.271195,-45.707344,Família Andrade
-22.249385,-45.70841,São Roque
-22.257313,-45.726278,Família Andrade
-22.258606,-45.717246,São João
-22.25527,-45.687947,Ozório Machado
-22.25061,-45.706026,Vista Alegre
-22.241774,-45.703195,São Roque
-22.261012,-45.692302,Por do Sol
-22.280347,-45.708247,Novo Horizonte
-22.274028,-45.709693,Família Andrade
-22.263538,-45.722738,Eletrônica
-22.235552,-45.705396,São Roque
-22.254427,-45.695478,Fernandes
-22.231057,-45.702229,Maristela
-22.254176,-45.699488,Pedreira
-22.275127,-45.701689,Família Andrade
-22.270989,-45.715073,Família Andrade
-22.253153,-45.697984,Novo Horizonte
-22.247398,-45.702581,São Benedito
-22.265153,-45.716708,Arco-Íris
-22.230519,-45.719955,Maristela
-22.265055,-45.694841,Ozório Machado
-22.245769,-45.723458,Juquita
-22.257875,-45.697602,Pedreira
-22.243846,-45.719006,Arco-Íris
-22.258203,-45.699181,Pedreira
-22.253112,-45.709575,São Roque
-22.263745,-45.690021,Ozório Machado
-22.228971,-45.708315,São Roque
-22.257702,-45.700118,Fernandes
-22.250564,-45.703479,Anchieta
-22.245363,-45.695579,Anchieta
-22.238897,-45.714322,Juquita
-22.26821,-45.681761,Ozório Machado
-22.269974,-45.691452,Ozório Machado
-22.247294,-45.709324,Maristela
-22.245784,-45.714917,Maristela
-22.260421,-45.70213,Fernandes
-22.271176,-45.71301,Família Andrade
-22.241021,-45.71578,Maristela
-22.263409,-45.69557,Ozório Machado
-22.253097,-45.703243,Novo Horizonte
-22.249421,-45.71133,São Roque
-22.245869,-45.698008,Vista Alegre
-22.250093,-45.702141,Pedreira
-22.270952,-45.683071,Ozório Machado
-22.267644,-45.698853,Por do Sol
-22.264382,-45.70748,Por do Sol
-22.264551,-45.715567,São João
-22.256974,-45.717436,Arco-Íris
-22.263305,-45.719423,Arco-Íris
-22.234393,-45.688235,Vista Alegre
-22.257609,-45.710661,Novo Horizonte
-22.265808,-45.720611,Família Andrade
-22.249677,-45.721081,Arco-Íris
-22.231146,-45.720189,Juquita
-22.269144,-45.687052,Por do Sol
-22.260304,-45.706381,Fernandes
-22.259513,-45.710924,Novo Horizonte
-22.241419,-45.712789,Maristela
-22.234271,-45.701298,São Roque
-22.246388,-45.702014,São Benedito
-22.242477,-45.697401,Anchieta
-22.256797,-45.703524,São Benedito
-22.239455,-45.698396,São Roque
-22.264566,-45.706379,Novo Horizonte
-22.238348,-45.701336,Vista Alegre
-22.258448,-45.686765,Por do Sol
-22.278599,-45.701257,Família Andrade
-22.270585,-45.71073,Novo Horizonte
-22.259253,-45.687372,Pedreira
-22.267669,-45.713705,Novo Horizonte
-22.231372,-45.70409,Maristela
-22.26377,-45.686271,Ozório Machado
-22.252389,-45.724229,Arco-Íris
-22.248686,-45.719456,Arco-Íris
-22.260991,-45.698595,Fernandes
-22.264848,-45.694013,Pedreira
-22.274059,-45.69779,Por do Sol
-22.253427,-45.713816,São Benedito
-22.272532,-45.70255,Família Andrade
-22.241722,-45.703729,Vista Alegre
-22.242074,-45.705469,São Roque
-22.258722,-45.709707,São João
-22.258149,-45.72765,Eletrônica
-22.246807,-45.70441,Vista Alegre
-22.243016,-45.704262,São Benedito
-22.260126,-45.720979,Arco-Íris
-22.249042,-45.696856,São Benedito
-22.243822,-45.703737,Anchieta
-22.252971,-45.709988,Anchieta
-22.244557,-45.692546,Vista Alegre
-22.2481,-45.702898,Vista Alegre
-22.25435,-45.707552,São João
-22.245857,-45.707228,Maristela
-22.259495,-45.700486,Pedreira
-22.253346,-45.700006,São Benedito
-22.232141,-45.713123,Juquita
-22.259188,-45.704664,Novo Horizonte
-22.270178,-45.699723,Fernandes
-22.236578,-45.691583,Anchieta
-22.265442,-45.714123,São João
-22.268054,-45.708949,Pedreira
-22.23265,-45.723031,Juquita
-22.265041,-45.695442,Fernandes
-22.25934,-45.706428,Família Andrade
-22.249022,-45.718726,Eletrônica
-22.251369,-45.71923,Arco-Íris
-22.245471,-45.719278,São Roque
-22.262779,-45.679493,Ozório Machado
-22.256132,-45.679062,Ozório Machado
-22.258486,-45.708847,Ozório Machado
-22.246229,-45.715085,Arco-Íris
-22.260155,-45.69278,Pedreira
-22.241776,-45.714347,São João
-22.236092,-45.706826,Juquita
-22.257214,-45.706825,Por do Sol
-22.276782,-45.712247,Família Andrade
-22.241062,-45.699349,São Benedito
-22.243379,-45.703335,Anchieta
-22.256135,-45.721078,Eletrônica
-22.2525,-45.714454,São João
-22.273107,-45.700126,Por do Sol
-22.231978,-45.70235,Maristela
-22.245329,-45.696319,São Benedito
-22.247143,-45.710526,Anchieta
-22.254876,-45.699859,Pedreira
-22.257642,-45.683002,Por do Sol
-22.267372,-45.707233,Novo Horizonte
-22.264133,-45.706209,Pedreira
-22.281233,-45.710554,Família Andrade
-22.245221,-45.698368,Maristela
-22.250038,-45.692523,São Benedito
-22.243107,-45.727177,Arco-Íris
-22.274324,-45.701414,Família Andrade
-22.280663,-45.712712,Família Andrade
-22.23157,-45.717826,Juquita
-22.249697,-45.730373,Eletrônica
-22.256002,-45.729651,Eletrônica
-22.260033,-45.71109,São Benedito
-22.255676,-45.718951,São Roque
-22.24996,-45.719649,Arco-Íris
-22.234866,-45.715825,Juquita
-22.238237,-45.695275,Vista Alegre
-22.264782,-45.722776,Família Andrade
-22.262954,-45.709901,Fernandes
-22.236431,-45.731888,Eletrônica
-22.261269,-45.70864,Fernandes
-22.222738,-45.707129,Vista Alegre
-22.238967,-45.689387,Anchieta
-22.285995,-45.690936,Fernandes
-22.250141,-45.699146,São Benedito
-22.257176,-45.705039,São Benedito
-22.259931,-45.733583,Eletrônica
-22.256502,-45.698322,Pedreira
-22.255627,-45.692133,Maristela
-22.252664,-45.707443,Pedreira
-22.271896,-45.69599,Pedreira
-22.233116,-45.718629,Juquita
-22.245927,-45.701356,Pedreira
-22.263878,-45.694277,Ozório Machado
-22.248526,-45.693073,Pedreira
-22.248323,-45.699869,Pedreira
-22.25495,-45.714573,Novo Horizonte
-22.262714,-45.703909,Fernandes
-22.259293,-45.735955,Eletrônica
-22.241982,-45.699158,São Benedito
-22.244152,-45.704598,Vista Alegre
-22.25365,-45.724735,Arco-Íris
-22.225635,-45.711131,Maristela
-22.242324,-45.711191,Eletrônica
-22.252722,-45.721889,Eletrônica
-22.244684,-45.713419,Juquita
-22.268479,-45.698843,Pedreira
-22.237278,-45.69822,Anchieta
-22.262832,-45.706994,Ozório Machado
-22.246389,-45.72054,São Roque
-22.230407,-45.717607,Juquita
-22.237182,-45.705419,São Benedito
-22.247377,-45.716692,São Roque
-22.243753,-45.695813,São Benedito
-22.238513,-45.71137,São Roque
-22.241569,-45.695107,Anchieta
-22.247521,-45.701375,São Benedito
-22.238733,-45.716938,Juquita
-22.263054,-45.711239,Novo Horizonte
-22.260378,-45.714567,Arco-Íris
-22.247556,-45.701914,Maristela
-22.274479,-45.712513,Fernandes
-22.249544,-45.714781,Arco-Íris
-22.266909,-45.696608,São João
-22.232875,-45.718791,Juquita
-22.249205,-45.711247,São Roque
-22.264141,-45.706201,Novo Horizonte
-22.262271,-45.706614,Fernandes
-22.249439,-45.704469,Novo Horizonte
-22.245127,-45.715872,São Roque
-22.259608,-45.718021,Arco-Íris
-22.234939,-45.713424,Juquita
-22.256016,-45.718611,Eletrônica
-22.257074,-45.677024,Ozório Machado
-22.251849,-45.694159,Vista Alegre
-22.248582,-45.701046,Pedreira
-22.235648,-45.704327,Vista Alegre
-22.252994,-45.701652,Vista Alegre
-22.266906,-45.700434,Pedreira
-22.263901,-45.699039,Novo Horizonte
-22.274993,-45.693401,Por do Sol
-22.274094,-45.716007,Novo Horizonte
-22.275641,-45.704677,Fernandes
-22.269745,-45.716498,Família Andrade
