lat,lon,bairro,situacao
-22.243516,-45.698762,Vista Alegre,normal
-22.260108,-45.693283,Ozório Machado,normal
-22.244323,-45.704673,São Benedito,normal
-22.239632,-45.708522,Juquita,normal
-22.23491,-45.70413,Maristela,normal
-22.243709,-45.711646,São Roque,normal
-22.244157,-45.698925,Vista Alegre,normal
-22.244073,-45.709344,Maristela,normal
-22.234355,-45.705297,Juquita,normal
-22.249353,-45.710693,Eletrônica,normal
-22.26361,-45.693002,Pedreira,normal
-22.256859,-45.70186,Por do Sol,normal
-22.240017,-45.698179,Maristela,normal
-22.239831,-45.698475,Vista Alegre,baixa_luminosidade
-22.241927,-45.70403,Maristela,piscando
-22.255191,-45.694413,Ozório Machado,normal
-22.260183,-45.70932,São João,normal
-22.243357,-45.695378,Anchieta,normal
-22.241764,-45.709466,Maristela,sem_sinal
-22.245445,-45.710257,São Roque,normal
-22.249097,-45.714388,Eletrônica,piscando
-22.261775,-45.693653,Ozório Machado,normal
-22.255065,-45.697224,Por do Sol,normal
-22.251055,-45.715797,São João,normal
-22.253705,-45.704106,Pedreira,normal
-22.25843,-45.693098,Ozório Machado,normal
-22.243226,-45.706837,Maristela,normal
-22.265595,-45.711487,Família Andrade,baixa_luminosidade
-22.240482,-45.71431,São Roque,normal
-22.264216,-45.707244,Família Andrade,normal
-22.264679,-45.705913,Fernandes,normal
-22.249188,-45.708923,Novo Horizonte,normal
-22.250031,-45.7091,Novo Horizonte,normal
-22.246182,-45.712432,São João,piscando
-22.255667,-45.707208,São João,normal
-22.256219,-45.714372,Arco-Íris,normal
-22.247058,-45.697551,Vista Alegre,normal
-22.248892,-45.707814,Arco-Íris,normal
-22.252784,-45.700222,São Benedito,normal
-22.260311,-45.691369,Ozório Machado,baixa_luminosidade
-22.251486,-45.70552,Pedreira,normal
-22.263517,-45.702924,Pedreira,normal
-22.258435,-45.698393,Pedreira,normal
-22.263343,-45.703611,Novo Horizonte,apagado
-22.24622,-45.697235,Vista Alegre,normal
-22.265331,-45.705333,Família Andrade,normal
-22.264524,-45.702474,Família Andrade,normal
-22.245661,-45.699099,Vista Alegre,normal
-22.249439,-45.707304,São Benedito,normal
-22.245882,-45.698396,Vista Alegre,normal
-22.255649,-45.697194,Ozório Machado,normal
-22.255923,-45.693869,Pedreira,piscando
-22.256484,-45.706078,Novo Horizonte,normal
-22.23799,-45.700152,Maristela,normal
-22.242276,-45.696529,Vista Alegre,normal
-22.243971,-45.697113,Anchieta,apagado
-22.25826,-45.709576,Novo Horizonte,baixa_luminosidade
-22.266846,-45.711731,Família Andrade,normal
-22.265696,-45.70888,Família Andrade,normal
-22.262388,-45.714698,Novo Horizonte,piscando
-22.248892,-45.705602,São João,normal
-22.258733,-45.691332,Ozório Machado,normal
-22.245443,-45.711966,Eletrônica,normal
-22.23483,-45.706692,Juquita,normal
-22.246602,-45.698214,Anchieta,baixa_luminosidade
-22.254839,-45.712319,São João,normal
-22.246039,-45.709862,São Roque,apagado
-22.254247,-45.702064,Pedreira,normal
-22.25857,-45.692896,Ozório Machado,normal
-22.251091,-45.71431,Eletrônica,piscando
-22.243402,-45.699182,Maristela,normal
-22.238583,-45.701386,Maristela,normal
-22.259069,-45.691914,Ozório Machado,piscando
-22.256276,-45.696222,Por do Sol,piscando
-22.263335,-45.702208,Por do Sol,normal
-22.26148,-45.703716,Fernandes,normal
-22.235729,-45.711401,Juquita,normal
-22.239565,-45.713734,Juquita,baixa_luminosidade
-22.247542,-45.694307,Anchieta,piscando
-22.238238,-45.7053,Maristela,normal
-22.248882,-45.709348,São João,normal
-22.244987,-45.700475,São Benedito,normal
-22.248106,-45.705527,São Benedito,apagado
-22.246868,-45.715138,São Roque,piscando
-22.246504,-45.700181,Vista Alegre,normal
-22.252669,-45.707853,São João,normal
-22.259928,-45.691588,Ozório Machado,normal
-22.261966,-45.713651,Novo Horizonte,normal
-22.245045,-45.699539,São Benedito,normal
-22.253243,-45.70132,Novo Horizonte,sem_sinal
-22.255285,-45.714522,Arco-Íris,piscando
-22.242261,-45.708098,São Roque,normal
-22.250143,-45.708829,São Benedito,normal
-22.259536,-45.695335,Por do Sol,normal
-22.25814,-45.692179,Ozório Machado,apagado
-22.256675,-45.696098,Pedreira,normal
-22.239746,-45.707914,Maristela,apagado
-22.236686,-45.711005,Juquita,normal
-22.244242,-45.705489,São Roque,piscando
-22.247002,-45.712372,Eletrônica,normal
-22.262428,-45.701033,Por do Sol,normal
-22.236709,-45.703659,Maristela,normal
-22.240981,-45.695928,Vista Alegre,normal
-22.257868,-45.7009,Por do Sol,sem_sinal
-22.25697,-45.711194,Arco-Íris,normal
-22.263418,-45.711577,Fernandes,apagado
-22.246095,-45.699978,São Benedito,normal
-22.242595,-45.697346,Vista Alegre,normal
-22.239236,-45.712622,Juquita,normal
-22.236314,-45.709829,Juquita,normal
-22.244518,-45.707681,São Roque,normal
-22.239761,-45.710004,Juquita,piscando
-22.246854,-45.699992,Anchieta,normal
-22.255377,-45.693035,Ozório Machado,normal
-22.252251,-45.715169,Arco-Íris,normal
-22.262106,-45.711936,Fernandes,normal
-22.259088,-45.700918,Fernandes,baixa_luminosidade
-22.265713,-45.707233,Família Andrade,normal
-22.259883,-45.705208,Novo Horizonte,normal
-22.262337,-45.706482,Família Andrade,normal
-22.237073,-45.713052,Juquita,normal
-22.261341,-45.696936,Por do Sol,apagado
-22.255909,-45.708762,Novo Horizonte,normal
-22.249073,-45.711814,Eletrônica,normal
-22.251743,-45.71112,Arco-Íris,sem_sinal
-22.254419,-45.697459,Pedreira,normal
-22.247003,-45.69782,São Benedito,baixa_luminosidade
-22.258018,-45.69798,Por do Sol,normal
-22.247907,-45.706981,Maristela,normal
-22.257474,-45.692279,Ozório Machado,apagado
-22.243869,-45.698398,Vista Alegre,normal
-22.244858,-45.692972,Anchieta,piscando
-22.248514,-45.709527,São Benedito,normal
-22.244727,-45.713711,Eletrônica,normal
-22.254503,-45.713026,Arco-Íris,normal
-22.25564,-45.710285,Novo Horizonte,normal
-22.255446,-45.706646,Pedreira,normal
-22.26538,-45.711444,Novo Horizonte,normal
-22.261416,-45.694962,Ozório Machado,normal
-22.260579,-45.707121,Fernandes,baixa_luminosidade
-22.247708,-45.699069,Vista Alegre,normal
-22.251795,-45.699537,Pedreira,normal
-22.246036,-45.69906,São Benedito,piscando
-22.257502,-45.690011,Ozório Machado,normal
-22.249165,-45.709434,Maristela,piscando
-22.239119,-45.714255,Juquita,normal
-22.266496,-45.702103,Pedreira,baixa_luminosidade
-22.261531,-45.699589,Fernandes,normal
-22.257587,-45.715227,Arco-Íris,apagado
-22.235277,-45.707729,Juquita,normal
-22.237625,-45.713348,Juquita,normal
-22.260061,-45.7093,Família Andrade,normal
-22.253877,-45.714884,Eletrônica,normal
-22.256099,-45.713511,Arco-Íris,baixa_luminosidade
-22.25065,-45.702343,São João,baixa_luminosidade
-22.255884,-45.6932,Por do Sol,piscando
-22.258425,-45.694882,Por do Sol,piscando
-22.251376,-45.692624,Ozório Machado,normal
-22.252009,-45.716603,Eletrônica,normal
-22.247834,-45.709467,Arco-Íris,normal
-22.262653,-45.70001,Por do Sol,normal
-22.240596,-45.713305,Juquita,normal
-22.256709,-45.703309,Pedreira,normal
-22.242072,-45.708525,São Roque,normal
-22.242664,-45.698149,Vista Alegre,normal
-22.262202,-45.705961,Novo Horizonte,normal
-22.258871,-45.695605,Pedreira,normal
-22.266103,-45.704813,Família Andrade,normal
-22.247999,-45.711709,Arco-Íris,apagado
-22.258092,-45.692326,Ozório Machado,apagado
-22.240978,-45.712646,Juquita,normal
-22.258051,-45.707031,Fernandes,normal
-22.257224,-45.709028,São João,apagado
-22.248821,-45.712073,Eletrônica,normal
-22.25932,-45.69856,Por do Sol,apagado
-22.259315,-45.693157,Ozório Machado,normal
-22.244798,-45.698983,São Benedito,normal
-22.239445,-45.703008,Maristela,normal
-22.243287,-45.698506,Maristela,normal
-22.23647,-45.712718,Juquita,baixa_luminosidade
-22.244089,-45.698425,Anchieta,baixa_luminosidade
-22.255621,-45.696586,Pedreira,normal
-22.240546,-45.708113,Maristela,normal
-22.246098,-45.704591,São Roque,normal
-22.257156,-45.700387,Pedreira,sem_sinal
-22.261546,-45.692797,Por do Sol,normal
-22.237444,-45.709104,Juquita,apagado
-22.259164,-45.712202,Arco-Íris,normal
-22.261089,-45.692241,Por do Sol,normal
-22.249972,-45.696225,São Benedito,normal
-22.259057,-45.693212,Ozório Machado,piscando
-22.257353,-45.711118,Arco-Íris,normal
-22.260616,-45.7098,Fernandes,normal
-22.244304,-45.698484,Vista Alegre,normal
-22.25114,-45.699407,São Benedito,piscando
-22.252001,-45.704711,São Benedito,normal
-22.245794,-45.700638,São Benedito,normal
-22.238955,-45.710952,Juquita,normal
-22.26771,-45.711157,Família Andrade,sem_sinal
-22.240354,-45.701671,Vista Alegre,apagado
-22.262183,-45.696276,Por do Sol,piscando
-22.241374,-45.698579,Vista Alegre,apagado
-22.243334,-45.700967,Vista Alegre,normal
-22.250141,-45.699859,Pedreira,sem_sinal
-22.260707,-45.694446,Ozório Machado,normal
-22.238957,-45.713744,Juquita,normal
-22.260819,-45.710815,Arco-Íris,normal
-22.251631,-45.713442,São Roque,normal
-22.249509,-45.711865,São João,normal
-22.245938,-45.712285,Eletrônica,normal
-22.2672,-45.70867,Família Andrade,normal
-22.262223,-45.69595,Por do Sol,normal
-22.262822,-45.701522,Família Andrade,normal
-22.262604,-45.698497,Pedreira,normal
-22.253399,-45.68841,Ozório Machado,normal
-22.250817,-45.716686,São João,baixa_luminosidade
-22.243313,-45.702257,Maristela,normal
-22.266166,-45.709786,Família Andrade,normal
-22.2412,-45.699059,Vista Alegre,normal
-22.259737,-45.70152,Por do Sol,normal
-22.246241,-45.70286,Vista Alegre,normal
-22.258768,-45.692749,Por do Sol,normal
-22.260407,-45.692591,Pedreira,normal
-22.256184,-45.703126,Novo Horizonte,piscando
-22.263661,-45.69606,Por do Sol,apagado
-22.260057,-45.702296,Fernandes,normal
-22.258445,-45.703616,Pedreira,normal
-22.245023,-45.702725,São Benedito,piscando
-22.247447,-45.70988,São Roque,normal
-22.263155,-45.713696,Arco-Íris,apagado
-22.264459,-45.703212,Novo Horizonte,normal
-22.261315,-45.707911,Família Andrade,normal
-22.258501,-45.693289,Ozório Machado,normal
-22.250467,-45.71297,Eletrônica,piscando
-22.257215,-45.706289,São João,normal
-22.245511,-45.706555,São Benedito,apagado
-22.240578,-45.706749,Juquita,apagado
-22.255655,-45.707718,Arco-Íris,normal
-22.264831,-45.710211,Família Andrade,normal
-22.260357,-45.696602,Pedreira,piscando
-22.260563,-45.700517,Por do Sol,apagado
-22.262527,-45.709213,Fernandes,baixa_luminosidade
-22.243191,-45.71333,Juquita,apagado
-22.255637,-45.695565,Pedreira,normal
-22.243473,-45.704691,São João,apagado
-22.246884,-45.717977,Eletrônica,normal
-22.248994,-45.7095,Maristela,normal
-22.242576,-45.694301,Vista Alegre,normal
-22.267076,-45.706533,Novo Horizonte,normal
-22.239616,-45.704192,Maristela,piscando
-22.247864,-45.717706,São João,sem_sinal
-22.260128,-45.707866,Novo Horizonte,apagado
-22.243134,-45.714103,São Roque,normal
-22.250801,-45.700794,São João,piscando
-22.264014,-45.709325,Novo Horizonte,normal
-22.251417,-45.706946,São João,sem_sinal
-22.238954,-45.711155,Juquita,apagado
-22.252905,-45.716227,Arco-Íris,normal
-22.247101,-45.69827,São Benedito,apagado
-22.241227,-45.701902,Vista Alegre,piscando
-22.253041,-45.704465,São Benedito,normal
-22.257686,-45.716287,Arco-Íris,normal
-22.244427,-45.699662,Maristela,piscando
-22.259847,-45.704082,Família Andrade,normal
-22.264263,-45.700974,Por do Sol,normal
-22.244209,-45.706902,Maristela,piscando
-22.24708,-45.700009,São Benedito,normal
-22.257562,-45.697097,Pedreira,normal
-22.260306,-45.710364,Pedreira,normal
-22.266974,-45.709052,Família Andrade,piscando
-22.255929,-45.712603,Eletrônica,normal
-22.265512,-45.704778,Família Andrade,normal
-22.245573,-45.702733,São Benedito,normal
-22.239637,-45.711852,São Roque,normal
-22.243042,-45.702716,Maristela,piscando
-22.256321,-45.703924,Novo Horizonte,normal
-22.261391,-45.705006,Fernandes,normal
-22.245037,-45.704053,São Benedito,normal
-22.237424,-45.706223,Juquita,normal
-22.249834,-45.711271,Eletrônica,normal
-22.253285,-45.712677,Arco-Íris,normal
-22.249886,-45.711568,Eletrônica,normal
-22.261985,-45.711259,Fernandes,normal
-22.239813,-45.707084,Maristela,apagado
-22.240711,-45.698523,Anchieta,normal
-22.261841,-45.705555,Família Andrade,normal
-22.245301,-45.699616,Maristela,baixa_luminosidade
-22.251056,-45.699208,Pedreira,normal
-22.258955,-45.693798,Ozório Machado,baixa_luminosidade
-22.261731,-45.705379,Fernandes,normal
-22.253682,-45.711251,São João,normal
-22.264061,-45.694533,Pedreira,normal
-22.244245,-45.701892,Vista Alegre,sem_sinal
-22.256863,-45.710154,São João,normal
-22.240694,-45.711059,Juquita,normal
-22.258607,-45.697647,Pedreira,apagado
-22.249167,-45.708253,São Benedito,normal
-22.251479,-45.697498,São Benedito,normal
-22.262209,-45.712389,Novo Horizonte,normal
-22.245167,-45.701067,São Benedito,normal
-22.241245,-45.698383,Vista Alegre,normal
-22.248557,-45.701232,Vista Alegre,normal
-22.255366,-45.691959,Pedreira,normal
-22.25074,-45.713095,Arco-Íris,normal
-22.245417,-45.696534,Vista Alegre,normal
-22.264034,-45.708344,Família Andrade,normal
-22.249421,-45.716554,Eletrônica,normal
-22.266152,-45.704032,Pedreira,normal
-22.240447,-45.71205,Juquita,normal
-22.244402,-45.697717,Vista Alegre,apagado
-22.252016,-45.711209,São João,normal
-22.245605,-45.699327,São Benedito,normal
-22.246464,-45.70244,Anchieta,normal
-22.253628,-45.712066,Arco-Íris,normal
-22.26425,-45.699542,Por do Sol,apagado
-22.242301,-45.705048,Maristela,baixa_luminosidade
-22.264201,-45.699177,Por do Sol,normal
-22.245458,-45.706957,São Benedito,normal
-22.26043,-45.708827,Arco-Íris,sem_sinal
-22.24532,-45.710847,São Roque,normal
-22.259217,-45.695397,Ozório Machado,normal
-22.246246,-45.701922,São Benedito,normal
-22.257264,-45.710136,Arco-Íris,normal
-22.259904,-45.702636,Fernandes,normal
-22.25301,-45.700545,São Benedito,normal
-22.23624,-45.711807,Juquita,normal
-22.263024,-45.706558,Novo Horizonte,normal
-22.259288,-45.692291,Por do Sol,normal
-22.255291,-45.707453,Novo Horizonte,normal
-22.258325,-45.707896,Arco-Íris,normal
-22.263801,-45.703266,Fernandes,normal
-22.26538,-45.703675,Família Andrade,normal
-22.258114,-45.690537,Ozório Machado,normal
-22.247235,-45.69347,Vista Alegre,apagado
-22.257748,-45.703769,São João,normal
-22.24664,-45.711422,Eletrônica,normal
-22.247809,-45.712708,São Roque,normal
-22.248869,-45.709362,São Roque,normal
-22.243255,-45.708079,Maristela,normal
-22.242651,-45.704653,Maristela,apagado
-22.260066,-45.705267,Novo Horizonte,piscando
-22.260864,-45.713113,Fernandes,piscando
-22.267377,-45.707236,Família Andrade,normal
-22.241648,-45.711737,Juquita,normal
-22.256011,-45.703272,Novo Horizonte,normal
-22.257311,-45.714002,Novo Horizonte,normal
-22.265149,-45.704126,Fernandes,normal
-22.255092,-45.696952,São Benedito,normal
-22.252328,-45.704219,São João,normal
-22.256402,-45.710164,São João,normal
-22.265397,-45.701058,Fernandes,baixa_luminosidade
-22.238151,-45.708205,São Roque,normal
-22.25125,-45.713169,Eletrônica,sem_sinal
-22.242483,-45.705079,São Roque,normal
-22.258123,-45.701188,Por do Sol,normal
-22.261921,-45.699046,Família Andrade,normal
-22.241985,-45.710503,Juquita,normal
-22.238708,-45.71247,Juquita,normal
-22.26058,-45.707828,Novo Horizonte,apagado
-22.261943,-45.697984,Pedreira,apagado
-22.257056,-45.690582,Ozório Machado,normal
-22.257907,-45.697515,Ozório Machado,normal
-22.24144,-45.699031,São Benedito,apagado
-22.245138,-45.698504,Vista Alegre,normal
-22.259859,-45.701455,Ozório Machado,normal
-22.248799,-45.719265,São Roque,normal
-22.264482,-45.711019,Novo Horizonte,normal
-22.250626,-45.712098,São Roque,normal
-22.246322,-45.692183,Anchieta,sem_sinal
-22.245525,-45.706321,São João,apagado
-22.245907,-45.697485,Anchieta,normal
-22.257866,-45.712486,São João,apagado
-22.262025,-45.704197,Família Andrade,piscando
-22.264326,-45.705679,Fernandes,apagado
-22.248409,-45.707275,São Roque,normal
-22.24581,-45.709419,Eletrônica,normal
-22.249475,-45.707995,São João,normal
-22.262916,-45.708756,Novo Horizonte,normal
-22.245652,-45.71234,Eletrônica,normal
-22.236792,-45.711211,Juquita,normal
-22.261531,-45.706126,Fernandes,apagado
-22.264046,-45.693384,Por do Sol,normal
-22.266442,-45.70629,Fernandes,baixa_luminosidade
-22.240372,-45.711847,Juquita,normal
-22.257323,-45.705655,Pedreira,normal
-22.253744,-45.714398,São João,apagado
-22.257266,-45.69041,Ozório Machado,normal
-22.250752,-45.712398,Eletrônica,normal
-22.260221,-45.692475,Pedreira,normal
-22.244785,-45.699537,Anchieta,normal
-22.242987,-45.698103,Vista Alegre,normal
-22.260904,-45.694697,Ozório Machado,normal
-22.23844,-45.7047,Maristela,normal
-22.265368,-45.708456,Família Andrade,baixa_luminosidade
-22.249647,-45.700558,Pedreira,normal
-22.252758,-45.695429,São Benedito,normal
-22.237371,-45.703743,Maristela,normal
-22.26316,-45.70518,Pedreira,normal
-22.262297,-45.701128,Família Andrade,normal
-22.258102,-45.695309,Pedreira,apagado
-22.255156,-45.698223,Pedreira,normal
-22.258401,-45.713497,Arco-Íris,normal
-22.255385,-45.705718,São Benedito,normal
-22.260861,-45.697282,Pedreira,apagado
-22.246705,-45.706173,São João,normal
-22.252168,-45.691899,Ozório Machado,normal
-22.262733,-45.708157,Pedreira,normal
-22.241387,-45.703821,Juquita,apagado
-22.246176,-45.69334,São Benedito,baixa_luminosidade
-22.249692,-45.707368,São João,normal
-22.237606,-45.706791,São Roque,apagado
-22.255909,-45.700256,Ozório Machado,normal
-22.263375,-45.705471,Família Andrade,normal
-22.249279,-45.701393,São Benedito,normal
-22.253459,-45.706943,São João,normal
-22.242808,-45.695642,Vista Alegre,normal
-22.252484,-45.695552,Anchieta,baixa_luminosidade
-22.254402,-45.698771,Pedreira,apagado
-22.256551,-45.691104,Ozório Machado,normal
-22.244725,-45.695848,São Benedito,normal
-22.245272,-45.696051,São Benedito,normal
-22.239176,-45.70689,São Roque,normal
-22.245268,-45.696178,Anchieta,normal
-22.240419,-45.712526,São Roque,piscando
-22.25836,-45.706271,São João,normal
-22.24174,-45.710912,Maristela,normal
-22.251894,-45.703218,São João,apagado
-22.240432,-45.705452,Maristela,normal
-22.243812,-45.696653,Vista Alegre,baixa_luminosidade
-22.258749,-45.691414,Ozório Machado,piscando
-22.255283,-45.706411,Fernandes,piscando
-22.241861,-45.705084,São Roque,normal
-22.256464,-45.700131,Pedreira,apagado
-22.264534,-45.707311,Fernandes,normal
-22.240599,-45.710348,Maristela,normal
-22.23996,-45.707755,Maristela,piscando
-22.253753,-45.703228,São João,sem_sinal
-22.247977,-45.693014,Anchieta,apagado
-22.254528,-45.707496,Novo Horizonte,apagado
-22.237131,-45.708438,Maristela,normal
-22.260116,-45.70846,Arco-Íris,baixa_luminosidade
-22.251938,-45.708922,Eletrônica,normal
-22.249312,-45.701379,São Benedito,apagado
-22.255849,-45.698676,Ozório Machado,normal
-22.254659,-45.711981,São João,normal
-22.245085,-45.693556,Anchieta,normal
-22.244085,-45.701448,Vista Alegre,piscando
-22.261808,-45.697442,Por do Sol,baixa_luminosidade
-22.254275,-45.70904,Novo Horizonte,apagado
-22.249176,-45.702286,São Benedito,sem_sinal
-22.264698,-45.695169,Por do Sol,normal
-22.235477,-45.707314,Juquita,normal
-22.239637,-45.709555,Juquita,piscando
-22.236707,-45.71029,Juquita,normal
-22.258162,-45.708573,São João,normal
-22.241746,-45.708644,Juquita,apagado
-22.252141,-45.699992,Fernandes,piscando
-22.245819,-45.714159,São Roque,normal
-22.244409,-45.696087,Anchieta,normal
-22.254619,-45.715584,Eletrônica,normal
-22.255228,-45.694651,Ozório Machado,normal
-22.263964,-45.707736,Fernandes,normal
-22.262656,-45.704744,Arco-Íris,normal
-22.258571,-45.708138,São João,normal
-22.247128,-45.698683,Anchieta,normal
-22.25817,-45.694505,Ozório Machado,piscando
-22.25385,-45.69158,Ozório Machado,normal
-22.24693,-45.706573,Maristela,normal
-22.252899,-45.714172,São João,normal
-22.266471,-45.706477,Novo Horizonte,sem_sinal
-22.259917,-45.700743,Pedreira,apagado
-22.258437,-45.704828,Fernandes,normal
-22.264463,-45.706208,Família Andrade,baixa_luminosidade
-22.262391,-45.69774,Por do Sol,baixa_luminosidade
-22.246616,-45.708519,Eletrônica,normal
-22.253834,-45.694067,Ozório Machado,baixa_luminosidade
-22.25918,-45.714494,Novo Horizonte,normal
-22.251693,-45.717485,Arco-Íris,normal
-22.260469,-45.695935,Por do Sol,normal
-22.246783,-45.713673,São Roque,apagado
-22.259644,-45.705987,São João,normal
-22.249583,-45.707635,São Roque,piscando
-22.259479,-45.697828,Por do Sol,normal
-22.24581,-45.697828,Anchieta,normal
-22.243116,-45.704303,Vista Alegre,normal
-22.243484,-45.706148,Juquita,normal
-22.264597,-45.702373,Fernandes,normal
-22.258211,-45.694534,Ozório Machado,normal
-22.258309,-45.694557,Ozório Machado,normal
-22.253654,-45.714735,Arco-Íris,normal
-22.247475,-45.698881,Anchieta,normal
-22.264858,-45.700304,Fernandes,normal
-22.246287,-45.70867,São Roque,piscando
-22.246067,-45.706397,Maristela,sem_sinal
-22.255121,-45.690727,Ozório Machado,baixa_luminosidade
-22.257499,-45.701718,Pedreira,piscando
-22.264203,-45.699726,Pedreira,piscando
-22.24456,-45.700554,Vista Alegre,piscando
-22.260222,-45.715894,Arco-Íris,normal
-22.256816,-45.698956,Pedreira,apagado
-22.242234,-45.698673,Vista Alegre,normal
-22.244797,-45.703209,Maristela,normal
-22.23499,-45.707203,Juquita,normal
-22.252225,-45.693925,Ozório Machado,normal
-22.247112,-45.711874,Eletrônica,apagado
-22.244792,-45.701728,São Roque,normal
-22.25754,-45.705961,Novo Horizonte,normal
-22.251152,-45.712405,Eletrônica,normal
-22.261065,-45.708538,Família Andrade,sem_sinal
-22.244823,-45.707017,São Benedito,normal
-22.259112,-45.695462,Por do Sol,baixa_luminosidade
-22.242956,-45.713288,Juquita,normal
-22.240429,-45.705294,Juquita,piscando
-22.25474,-45.690986,Ozório Machado,baixa_luminosidade
-22.26036,-45.696714,Por do Sol,normal
-22.251454,-45.704649,São João,normal
-22.241588,-45.713402,São Roque,normal
-22.239758,-45.709473,Juquita,normal
-22.249785,-45.70991,Eletrônica,apagado
-22.237331,-45.703907,São Roque,baixa_luminosidade
-22.250631,-45.698582,São Benedito,normal
-22.240885,-45.709696,Juquita,normal
-22.25542,-45.70807,Arco-Íris,normal
-22.248908,-45.710962,Eletrônica,apagado
-22.265511,-45.699302,Por do Sol,piscando
-22.245778,-45.701642,São Benedito,normal
-22.243037,-45.699327,Anchieta,normal
-22.245266,-45.707464,São Benedito,normal
-22.255568,-45.699254,Pedreira,normal
-22.253563,-45.696554,Anchieta,sem_sinal
-22.25808,-45.705325,São João,normal
-22.251683,-45.69693,Pedreira,normal
-22.254911,-45.717163,Arco-Íris,normal
-22.260611,-45.698069,Por do Sol,normal
-22.243489,-45.69954,Vista Alegre,baixa_luminosidade
-22.266633,-45.702856,Família Andrade,normal
-22.264808,-45.699429,Por do Sol,normal
-22.250733,-45.707475,Eletrônica,normal
-22.246033,-45.717398,Eletrônica,piscando
-22.255616,-45.707891,São João,normal
-22.259049,-45.692923,Ozório Machado,baixa_luminosidade
-22.256783,-45.700521,Fernandes,normal
-22.263453,-45.705474,Fernandes,normal
-22.256488,-45.69157,Ozório Machado,normal
-22.24565,-45.709842,Juquita,normal
-22.238906,-45.707402,Maristela,normal
-22.264143,-45.699341,Por do Sol,apagado
-22.262075,-45.704587,Novo Horizonte,piscando
-22.239137,-45.70641,Maristela,normal
-22.252025,-45.708408,Eletrônica,normal
-22.263414,-45.710678,Novo Horizonte,normal
-22.257621,-45.703395,Fernandes,apagado
-22.259738,-45.696333,Ozório Machado,baixa_luminosidade
-22.249339,-45.703615,São Benedito,apagado
-22.243276,-45.704787,São Roque,normal
-22.262663,-45.696458,Por do Sol,normal
-22.255056,-45.712796,São João,normal
-22.239319,-45.709463,São Roque,piscando
-22.243379,-45.697442,Vista Alegre,normal
-22.254951,-45.703703,São João,normal
-22.246457,-45.712839,São Roque,piscando
-22.262526,-45.70779,Novo Horizonte,normal
-22.258362,-45.709107,Novo Horizonte,normal
-22.264398,-45.702388,Fernandes,normal
-22.252698,-45.716329,Eletrônica,normal
-22.243273,-45.709288,Juquita,normal
-22.246862,-45.703511,São João,baixa_luminosidade
-22.254073,-45.701299,Pedreira,normal
-22.239871,-45.708575,Maristela,normal
-22.244736,-45.694459,Anchieta,piscando
-22.261044,-45.692312,Por do Sol,sem_sinal
-22.254634,-45.697613,Ozório Machado,normal
-22.253146,-45.705361,São João,normal
-22.247068,-45.692056,Anchieta,apagado
-22.244762,-45.696202,Vista Alegre,normal
-22.253022,-45.704561,Novo Horizonte,normal
-22.25283,-45.7091,Arco-Íris,piscando
-22.267599,-45.708513,Novo Horizonte,normal
-22.243433,-45.707185,Maristela,normal
-22.252835,-45.703851,São João,piscando
-22.256646,-45.701661,Pedreira,normal
-22.251104,-45.705744,São Roque,baixa_luminosidade
-22.242208,-45.715389,Eletrônica,normal
-22.261881,-45.707025,Família Andrade,normal
-22.247128,-45.713039,São Roque,normal
-22.256932,-45.696441,Pedreira,piscando
-22.245048,-45.701166,Vista Alegre,normal
-22.26252,-45.692659,Por do Sol,sem_sinal
-22.239288,-45.71076,Juquita,normal
-22.264209,-45.694027,Por do Sol,piscando
-22.260903,-45.69391,Ozório Machado,apagado
-22.248593,-45.692231,Anchieta,normal
-22.246059,-45.709026,São Roque,normal
-22.236797,-45.705435,Juquita,baixa_luminosidade
-22.245868,-45.70997,Arco-Íris,baixa_luminosidade
-22.260501,-45.693975,Ozório Machado,normal
-22.265673,-45.711578,Fernandes,normal
-22.242125,-45.701766,Vista Alegre,normal
-22.257374,-45.710574,Arco-Íris,normal
-22.258196,-45.703973,Novo Horizonte,normal
-22.248616,-45.706299,São João,normal
-22.246872,-45.710922,São Roque,normal
-22.239041,-45.713632,Juquita,normal
-22.234059,-45.708941,São Roque,baixa_luminosidade
-22.240872,-45.697867,Vista Alegre,normal
-22.257376,-45.691049,Ozório Machado,normal
-22.264582,-45.708131,Família Andrade,normal
-22.266084,-45.707138,Família Andrade,normal
-22.259359,-45.698298,Por do Sol,apagado
-22.248936,-45.710229,Eletrônica,apagado
-22.262976,-45.695813,Por do Sol,normal
-22.23976,-45.71077,Juquita,normal
-22.24249,-45.698903,Vista Alegre,normal
-22.255789,-45.693897,Ozório Machado,normal
-22.248826,-45.713964,Eletrônica,piscando
-22.262112,-45.707061,Família Andrade,normal
-22.245351,-45.702551,Maristela,normal
-22.24862,-45.709656,Arco-Íris,normal
-22.251342,-45.709444,Eletrônica,normal
-22.245119,-45.713858,São Roque,normal
-22.249996,-45.710367,São Roque,normal
-22.250997,-45.711514,São João,normal
-22.255153,-45.696635,Ozório Machado,normal
-22.250721,-45.709207,Eletrônica,normal
-22.241208,-45.697066,Vista Alegre,normal
-22.246629,-45.707923,São João,normal
-22.26439,-45.709369,Fernandes,baixa_luminosidade
-22.259323,-45.703017,Fernandes,normal
-22.246899,-45.69929,Anchieta,piscando
-22.257188,-45.706063,Pedreira,normal
